,lien,Energie,Kilométrage,Puissance,Mise en circulation,Boite,Date Annonce,prix,Region,Modèle,Marque
588,https://baniola.tn/annonce/details/7243/307cc--vendre.html,Diesel,190000.0,8 CV,2006.0,Manuelle,2021-12-11,20000 TND,Ben-arous,307,Peugeot
589,https://baniola.tn/annonce/details/7238/BMW-318i.html,Essence,30000.0,7 CV,2017.0,Automatique,2021-12-11,119500 TND,Manouba,318,Bmw
590,https://baniola.tn/annonce/details/7240/Vente-vw-polo.html,,,,,,,110000 TND,,Polo,Volkswagen
591,https://baniola.tn/annonce/details/7233/Megane-3-dci-110-ch.html,Diesel,210.0,6 CV,2010.0,Manuelle,2021-12-10,0 TND,Sfax,Megane,Renault
592,https://baniola.tn/annonce/details/7035/Toyota-yaris.html,Diesel,170000.0,4 CV,2008.0,Manuelle,2021-11-26,21500 TND,Tunis,Yaris,Toyota
593,https://baniola.tn/annonce/details/7231/Mercedes.html,Essence,217000.0,10 CV,2010.0,Automatique,2021-12-10,0 TND,Sousse,E 220,Mercedes
594,https://baniola.tn/annonce/details/7228/Mini-Cooper.html,Diesel,122000.0,5 CV,2008.0,Manuelle,2021-12-09,29 TND,Tunis,Mini,Mini
595,https://baniola.tn/annonce/details/7227/Punto-3.html,Essence,330000.0,5 CV,2011.0,Manuelle,2021-12-09,18500 TND,Sidi bouzid,Punto,Fiat
596,https://baniola.tn/annonce/details/7226/Polo-6.html,Essence,255000.0,4 CV,2006.0,Manuelle,2021-12-09,19200 TND,Ariana,Polo,Volkswagen
597,https://baniola.tn/annonce/details/5614/peugeot-206.html,Essence,260000.0,4 CV,2006.0,Manuelle,2021-09-19,14800 TND,Sousse,206,Peugeot
598,https://baniola.tn/annonce/details/7225/Peugeot-106-sport-kid.html,Essence,288000.0,4 CV,1996.0,Manuelle,2021-12-09,7400 TND,Ben-arous,106,Peugeot
599,https://baniola.tn/annonce/details/7224/A-vendre-Belle-Mini-cooper.html,Essence,124.0,7 CV,2008.0,Manuelle,2021-12-09,25500 TND,Tunis,Mini,Mini
600,https://baniola.tn/annonce/details/7222/208-like-4cv-1ere-main.html,Essence,38500.0,4 CV,2019.0,Manuelle,2021-12-09,30 TND,Tunis,208,Peugeot
601,https://baniola.tn/annonce/details/7217/FORD-FOCUS-TITANIUM-16L--A2015-FULL-OPTIONS.html,Diesel,166000.0,7 CV,2015.0,Manuelle,2021-12-08,39000 TND,Tunis,Focus,Ford
602,https://baniola.tn/annonce/details/7216/Ford-ranger.html,Diesel,274.0,10 CV,2009.0,Manuelle,2021-12-08,30000 TND,kasserine,Ranger,Ford
603,https://baniola.tn/annonce/details/7213/Passat-cc.html,,,,,,,65000 TND,,Passat,Volkswagen
604,https://baniola.tn/annonce/details/7214/Kia-rio-coupe.html,Essence,131000.0,5 CV,2012.0,Manuelle,2021-12-08,34500 TND,Ben-arous,Rio,Kia
605,https://baniola.tn/annonce/details/7212/Peugeot-3008-ess-1re-main-MDL-2013-encore-tt-neuve-origine-Tel56-542-201-.html,Essence,137000.0,7 CV,2013.0,Manuelle,2021-12-08,43400 TND,Tunis,3008,Peugeot
606,https://baniola.tn/annonce/details/7209/Handay-h78.html,Diesel,220.0,10 CV,2014.0,Manuelle,2021-12-08,00 TND,Sfax,Autre,Hyundai
607,https://baniola.tn/annonce/details/7210/Kia-sportage.html,Diesel,150.0,6 CV,2013.0,Manuelle,2021-12-08,67000 TND,Mahdia,Sportage,Kia
608,https://baniola.tn/annonce/details/7208/Vendre-ou-change-BMW-E46.html,Essence,240000.0,9 CV,1999.0,Manuelle,2021-12-08, TND,Nabeul,320,Bmw
609,https://baniola.tn/annonce/details/7206/clio-classique.html,Essence,270.0,5 CV,2007.0,Manuelle,2021-12-08,19 TND,Tozeur,Clio,Renault
610,https://baniola.tn/annonce/details/7204/C-3-a-vendre.html,Diesel,200000.0,6 CV,2013.0,Manuelle,2021-12-07,19500 TND,Ben-arous,C3,Citroen
611,https://baniola.tn/annonce/details/7205/Caddy-a-vendre.html,Diesel,100.0,8 CV,2009.0,Manuelle,2021-12-08,15000 TND,Sousse,Caddy,Volkswagen
612,https://baniola.tn/annonce/details/7186/Ford-Fusion.html,Essence,188000.0,5 CV,2009.0,Manuelle,2021-12-06,19 TND,Sousse,Fusion,Ford
613,https://baniola.tn/annonce/details/7199/Grande-punto.html,Essence,129.0,5 CV,2011.0,Manuelle,2021-12-07,19500 TND,Ben-arous,Grande punto,Fiat
614,https://baniola.tn/annonce/details/7197/vente-C4.html,Essence,50000.0,7 CV,2008.0,Manuelle,2021-12-07,19500 TND,Zaghouan,C4,Citroen
615,https://baniola.tn/annonce/details/7195/A-vendre.html,Essence,200.0,4 CV,2009.0,Manuelle,2021-12-07,0 TND,Ben-arous,Polo,Volkswagen
616,https://baniola.tn/annonce/details/7196/Kia-cerato.html,Essence,160000.0,7 CV,2014.0,Manuelle,2021-12-07, TND,Le Kef,Cerato,Kia
617,https://baniola.tn/annonce/details/7118/renault-express.html,Diesel,0.0,5 CV,1999.0,Manuelle,2021-12-01,0 TND,Jendouba,Express,Renault
618,https://baniola.tn/annonce/details/7194/ISUZU-TROOPER.html,,,,,,, TND,,Trooper,Isuzu
619,https://baniola.tn/annonce/details/7192/Clio-chipie--vendre.html,Essence,375000.0,5 CV,1996.0,Manuelle,2021-12-06,9000 TND,Siliana,Clio,Renault
620,https://baniola.tn/annonce/details/7191/voiture-fotton.html,Diesel,150000.0,12 CV,2019.0,Manuelle,2021-12-06,00 TND,Kairouan,Autre,Isuzu
621,https://baniola.tn/annonce/details/7188/A-vendre-206-essence.html,Essence,255000.0,5 CV,2001.0,Manuelle,2021-12-06,14900 TND,Manouba,206,Peugeot
622,https://baniola.tn/annonce/details/7187/Voiture-fiat-cubo-a-vendre.html,Essence,120000.0,5 CV,2017.0,Manuelle,2021-12-06,36500 TND,Sousse,Fiorino,Fiat
623,https://baniola.tn/annonce/details/7185/Peugeot-106.html,Essence,222585.0,4 CV,1999.0,Manuelle,2021-12-05,10400 TND,Tunis,106,Peugeot
624,https://baniola.tn/annonce/details/7184/Peugeot-301-allure.html,Essence,151500.0,4 CV,2015.0,Manuelle,2021-12-05,21500 TND,Sousse,Autre,Peugeot
625,https://baniola.tn/annonce/details/7168/Tata-xenon.html,Diesel,130000.0,7 CV,2018.0,Manuelle,2021-12-05,42.000000 TND,Beja,Autre,Autre
626,https://baniola.tn/annonce/details/7182/Audi-A-5-Sline.html,Essence,140000.0,10 CV,2009.0,Automatique,2021-12-05,53000 TND,Mahdia,A5,Audi
627,https://baniola.tn/annonce/details/7179/Fiat-Tipo.html,Diesel,151500.0,6 CV,2017.0,Manuelle,2021-12-05,39000 TND,Tunis,Tipo,Fiat
628,https://baniola.tn/annonce/details/7181/Chery-arrizo-5.html,Essence,98000.0,7 CV,2017.0,Automatique,2021-12-05,45000 TND,Sfax, arrizo 5,Chery
629,https://baniola.tn/annonce/details/7180/opel-astra-G-essence.html,Essence,200222.0,6 CV,2000.0,Manuelle,2021-12-05,16000 TND,Tunis,Astra,Opel
630,https://baniola.tn/annonce/details/6639/Ford-Mondeo.html,Diesel,180000.0,8 CV,2008.0,Manuelle,2021-11-07,23000 TND,Ben arous,Mondeo,Ford
631,https://baniola.tn/annonce/details/7177/-vendre-Smart----Trs-jolie-Smart-By-MERCEDES-BENZ--451-Fortwo-Passion-.html,,,,,,,19 TND,,Autre,Mercedes
632,https://baniola.tn/annonce/details/7178/Jetta-2016.html,Essence,134000.0,6 CV,2016.0,Automatique,2021-12-05,55000 TND,Sfax,Jetta,Volkswagen
633,https://baniola.tn/annonce/details/7176/A-vendre-Citron-C3-en-trs-bon-tat.html,Essence,213000.0,4 CV,2007.0,Manuelle,2021-12-05,19500 TND,Ben-arous,C3,Citroen
634,https://baniola.tn/annonce/details/7169/POLO-5.html,Essence,241000.0,4 CV,2003.0,Manuelle,2021-12-05,15300 TND,Tunis,Polo,Volkswagen
635,https://baniola.tn/annonce/details/7171/toyota-a-vendre.html,Diesel,250.0,10 CV,1995.0,Manuelle,2021-12-05,18.000 TND,Beja,Hi-lux,Toyota
636,https://baniola.tn/annonce/details/7172/Polo-4-10-MPI-5-cheveux.html,Essence,330000.0,5 CV,2000.0,Manuelle,2021-12-05,14000 TND,Tunis,Polo,Volkswagen
637,https://baniola.tn/annonce/details/7164/Mercades-E200.html,Diesel,192700.0,8 CV,2012.0,Automatique,2021-12-05,73500 TND,Tunis,E 200,Mercedes
638,https://baniola.tn/annonce/details/7166/Chevrolet-Aveo.html,Essence,,5 CV,2007.0,Manuelle,2021-12-05, TND,Tunis,Aveo,Chevrolet
639,https://baniola.tn/annonce/details/7165/Chevrolet-cruz.html,Essence,218000.0,7 CV,2014.0,Manuelle,2021-12-05, TND,Nabeul,Cruze,Chevrolet
640,https://baniola.tn/annonce/details/7160/Audi-A4.html,Diesel,1.0,7 CV,2010.0,Manuelle,2021-12-04,42500 TND,Bizerte,A4,Audi
641,https://baniola.tn/annonce/details/7161/Mazda.html,Diesel,170000.0,9 CV,2017.0,Manuelle,2021-12-04,72000 TND,Bizerte,Bt 50,Mazda
642,https://baniola.tn/annonce/details/7151/Range-rover-evoque-2019.html,Essence,13000.0,+20 CV,2019.0,Automatique,2021-12-03,130000 TND,Monastir,Evoque,Land rover
643,https://baniola.tn/annonce/details/7150/citroen-zx.html,,,,,,,6000 TND,,Zx,Citroen
644,https://baniola.tn/annonce/details/7147/Vendre--Voiture.html,Diesel,250000.0,5 CV,2007.0,Manuelle,2021-12-03,19000 TND,Sfax,Expert,Peugeot
645,https://baniola.tn/annonce/details/7148/OPEL-KADETT.html,Essence,300000.0,5 CV,1990.0,Manuelle,2021-12-03,6000 TND,Ben-arous,Kadett,Opel
646,https://baniola.tn/annonce/details/7146/Clio.html,Essence,264000.0,5 CV,1993.0,Manuelle,2021-12-03,0 TND,Ariana,Clio,Renault
647,https://baniola.tn/annonce/details/7121/ISUZU-44.html,Diesel,50000.0,8 CV,2016.0,Manuelle,2021-12-02,0 TND,Zaghouan,D max,Isuzu
648,https://baniola.tn/annonce/details/7144/Fiat-500.html,Essence,39000.0,4 CV,2019.0,Manuelle,2021-12-03,45000 TND,Ariana,500,Fiat
649,https://baniola.tn/annonce/details/7136/Voiture-particulier.html,Essence,233000.0,5 CV,2008.0,Manuelle,2021-12-02,30000 TND,Sfax,Golf 5,Volkswagen
650,https://baniola.tn/annonce/details/7140/Vente-polo-6-essence.html,Essence,230.0,4 CV,2006.0,Manuelle,2021-12-03,17000 TND,Beja,Polo,Volkswagen
651,https://baniola.tn/annonce/details/7135/Occasion-de-rve-et-trs-bonne-tat.html,Diesel,145000.0,6 CV,2011.0,Manuelle,2021-12-02,37000 TND,Nabeul,508,Peugeot
652,https://baniola.tn/annonce/details/7139/Pajero-bonne-occasion.html,Diesel,280000.0,10 CV,2001.0,Manuelle,2021-12-03,37000 TND,Nabeul,Pajero,Mitsubishi
653,https://baniola.tn/annonce/details/7138/Nissan-Navara-D40.html,Diesel,230000.0,8 CV,2008.0,Automatique,2021-12-02,48000 TND,Ariana,Navara,Nissan
654,https://baniola.tn/annonce/details/7137/A-vendre.html,Diesel,97.0,5 CV,2012.0,Manuelle,2021-12-02,27 TND,Beja,Spark,Chevrolet
655,https://baniola.tn/annonce/details/7131/Golf-6.html,Diesel,0.0,5 CV,2012.0,Manuelle,2021-12-02,38000 TND,Tunis,Golf,Volkswagen
656,https://baniola.tn/annonce/details/7130/-OPEL-ASTRA-G.html,,,,,,,22500 TND,,Astra,Opel
657,https://baniola.tn/annonce/details/7129/-Amarok-44-double-bande-rouge-Bi-turbo-en-trs-bon-tat.html,Diesel,190000.0,8 CV,2011.0,Manuelle,2021-12-02,54000 TND,Nabeul,Amarok,Volkswagen
658,https://baniola.tn/annonce/details/5896/ECHANGE-VOITURE.html,Essence,270000.0,6 CV,2008.0,Manuelle,2021-09-30,17500 TND,Ben-arous,Megane,Renault
659,https://baniola.tn/annonce/details/7128/vente-voiture-chery-E3.html,Essence,58600.0,6 CV,2016.0,Manuelle,2021-12-02,32000 TND,Ariana,Arrizo 3,Chery
660,https://baniola.tn/annonce/details/7127/Audi-A1.html,Essence,180000.0,6 CV,2011.0,Automatique,2021-12-02,43000 TND,Ariana,A1,Audi
661,https://baniola.tn/annonce/details/7125/je-met-en-vente-ma-voiture-Peugeot-205--gasoil.html,Diesel,1111.0,5 CV,1999.0,Manuelle,2021-12-02,0 TND,Manouba,205,Peugeot
662,https://baniola.tn/annonce/details/7109/mercedes-C200.html,Diesel,0.0,7 CV,2004.0,Automatique,2021-11-30,27000 TND,Monastir,C 200,Mercedes
663,https://baniola.tn/annonce/details/6868/Voiture-a-vendre.html,Essence,250000.0,9 CV,2001.0,Automatique,2021-11-16,23500 TND,Sfax,Pajero,Mitsubishi
664,https://baniola.tn/annonce/details/7041/Trs-propre-citon-C1.html,Essence,76000.0,4 CV,2013.0,Manuelle,2021-11-26,26000 TND,Tunis,C1,Citroen
665,https://baniola.tn/annonce/details/7115/Berlingo-5-Places.html,Diesel,134339.0,5 CV,2016.0,Manuelle,2021-12-01,00000 TND,Tunis,Berlingo,Citroen
666,https://baniola.tn/annonce/details/7114/C3--vendre.html,Essence,187000.0,4 CV,2004.0,Manuelle,2021-12-01,17000 TND,Tunis,C3,Citroen
667,https://baniola.tn/annonce/details/7117/Belle-Dacia-Sandero.html,Essence,132000.0,5 CV,2016.0,Manuelle,2021-12-01,27500 TND,Sfax,Sandero,Dacia
668,https://baniola.tn/annonce/details/7116/Berlingo-5-Places.html,Diesel,154252.0,5 CV,2016.0,Manuelle,2021-12-01,00000 TND,Tunis,Berlingo,Citroen
669,https://baniola.tn/annonce/details/7113/Berlingo-5-Places.html,Diesel,153220.0,5 CV,2016.0,Manuelle,2021-12-01,00000 TND,Tunis,Berlingo,Citroen
670,https://baniola.tn/annonce/details/7112/208-Pure-Tech.html,Essence,98000.0,5 CV,2017.0,Manuelle,2021-12-01,34000 TND,Tunis,208,Peugeot
671,https://baniola.tn/annonce/details/7108/fiesta-2016-100mkm.html,Essence,100000.0,5 CV,2016.0,Manuelle,2021-11-30,30500 TND,Nabeul,Fiesta,Ford
672,https://baniola.tn/annonce/details/7107/Sombol.html,Essence,300.0,5 CV,2010.0,Manuelle,2021-11-30,00 TND,Beja,Autre,Autre
673,https://baniola.tn/annonce/details/7104/MG-ZS-15-L-CONFORT-PLUS-BVM.html,Essence,61000.0,7 CV,2018.0,Manuelle,2021-11-30,59000 TND,Tunis,Zs,Mg
674,https://baniola.tn/annonce/details/7100/BMW-X1-S-DRIVE-18i-PACK-M.html,Essence,140000.0,7 CV,2017.0,Automatique,2021-11-30,108000 TND,Tunis,X1,Bmw
675,https://baniola.tn/annonce/details/7101/-VOLKSWAGEN-GOLF-7-12-TSI-BVM.html,Essence,130000.0,6 CV,2014.0,Manuelle,2021-11-30,49000 TND,Tunis,Golf,Volkswagen
676,https://baniola.tn/annonce/details/6885/Seat-Ibiza.html,Diesel,140000.0,5 CV,2012.0,Manuelle,2021-11-17,28000 TND,Tunis,Ibiza,Seat
677,https://baniola.tn/annonce/details/7095/Polo3.html,Diesel,0.0,5 CV,1996.0,Manuelle,2021-11-29,1111111 TND,Sfax,Polo,Volkswagen
678,https://baniola.tn/annonce/details/7094/DS3.html,Essence,152000.0,5 CV,2012.0,Manuelle,2021-11-29,28000 TND,Ben-arous,Ds3,Citroen
679,https://baniola.tn/annonce/details/7093/B9.html,Diesel,187000.0,6 CV,2009.0,Manuelle,2021-11-29,33333 TND,Mahdia,Partner,Peugeot
680,https://baniola.tn/annonce/details/7092/Voiture-Peugeot-2008.html,,,,,,,00 TND,,2008,Peugeot
681,https://baniola.tn/annonce/details/7090/-SEAT-ATECA-14-L-TSI-FR-BVA.html,Essence,140000.0,8 CV,2016.0,Automatique,2021-11-29,87000 TND,Tunis,Autre,Seat
682,https://baniola.tn/annonce/details/7085/Polo-3-a-vendre.html,Essence,229000.0,5 CV,1997.0,Manuelle,2021-11-29,12000 TND,Ben-arous,Polo,Volkswagen
683,https://baniola.tn/annonce/details/7084/voiture-taxi--.html,Diesel,167000.0,5 CV,2014.0,Manuelle,2021-11-29, TND,Sousse,Logan,Dacia
684,https://baniola.tn/annonce/details/7082/Nissan-juke.html,Essence,96000.0,6 CV,2015.0,Manuelle,2021-11-29,53000 TND,Tunis,Juke,Nissan
685,https://baniola.tn/annonce/details/7081/MEGANE-3-COUPE.html,Essence,178000.0,7 CV,2011.0,Manuelle,2021-11-28,26500 TND,Sfax,Megane,Renault
686,https://baniola.tn/annonce/details/7046/S3-presque-neuve--ne-pas-rater.html,Essence,90000.0, CV,2018.0,Manuelle,2021-11-27, TND,Nabeul,Autre,Autre
687,https://baniola.tn/annonce/details/4480/Voiture-mahindra.html,Diesel,36000.0,5 CV,2019.0,Manuelle,2021-08-08,31.000 TND,Tunis,Autre,Mahindra
688,https://baniola.tn/annonce/details/7079/Citron-jumper.html,Diesel,139000.0,7 CV,2017.0,Manuelle,2021-11-28,000 TND,Sousse,Jumper,Citroen
689,https://baniola.tn/annonce/details/7076/Voituure-r5.html,Essence,294000.0,4 CV,1989.0,Manuelle,2021-11-28,0 TND,Monastir,Supercinq,Renault
690,https://baniola.tn/annonce/details/7078/voiture-volsvagen-jetta-1-er-main.html,,,,,,,34000 TND,,Jetta,Volkswagen
691,https://baniola.tn/annonce/details/7065/Kia-rio.html,Essence,140000.0,5 CV,2016.0,Manuelle,2021-11-28,35000 TND,Ben-arous,Rio,Kia
692,https://baniola.tn/annonce/details/7064/Kia-sportage.html,Diesel,240.0,7 CV,2014.0,Manuelle,2021-11-28,69.000 TND,Tunis,Sportage,Kia
693,https://baniola.tn/annonce/details/7063/Golf-3-break.html,Diesel,272000.0,5 CV,1997.0,Manuelle,2021-11-28,14 TND,Ben-arous,Golf,Volkswagen
694,https://baniola.tn/annonce/details/7061/Vente-voiture.html,,,,,,, TND,,Navara,Nissan
695,https://baniola.tn/annonce/details/7058/.html,Diesel,300.0,10 CV,2002.0,Manuelle,2021-11-27,18 TND,Beja,Bt 50,Mazda
696,https://baniola.tn/annonce/details/7057/C3-zenith.html,Essence,130.0,5 CV,2014.0,Manuelle,2021-11-27,28000 TND,Ariana,C3,Citroen
697,https://baniola.tn/annonce/details/7056/La-Fameuse-Franaise-Peugeot-508.html,Essence,210.0,9 CV,2012.0,Manuelle,2021-11-27,0 TND,Nabeul,508,Peugeot
698,https://baniola.tn/annonce/details/7052/206-sedan.html,Essence,190000.0,6 CV,2008.0,Manuelle,2021-11-27,16500 TND,Le Kef,206,Peugeot
699,https://baniola.tn/annonce/details/7053/Golf-7.html,Essence,114000.0,5 CV,2015.0,Manuelle,2021-11-27,58000 TND,Sfax,Golf,Volkswagen
700,https://baniola.tn/annonce/details/7054/205-a-vendre.html,,,,,,,6500 TND,,205,Peugeot
701,https://baniola.tn/annonce/details/7051/C-4-en-trs-bon-tat.html,Essence,148000.0,6 CV,2012.0,Manuelle,2021-11-27,31500 TND,Tunis,C4,Citroen
702,https://baniola.tn/annonce/details/7045/Fiat-panda-tat-neuf.html,,,,,,,29000 TND,,Panda,Fiat
703,https://baniola.tn/annonce/details/7044/Vente-Renault-Mgane.html,,,,,,,44 TND,,Megane,Renault
704,https://baniola.tn/annonce/details/7042/Fait-palio-a-vendre.html,Essence,280.0,5 CV,2000.0,Manuelle,2021-11-27,12000 TND,Sfax,Palio weekend,Fiat
705,https://baniola.tn/annonce/details/7040/A-louer-une-voiture-commerciale.html,Diesel,, CV,2016.0,Manuelle,2021-11-26,0 TND,Tunis,Partner,Peugeot
706,https://baniola.tn/annonce/details/7038/Fiat-uno-fire.html,,,,,,,8000 TND,,Uno,Fiat
707,https://baniola.tn/annonce/details/7036/Clio3.html,Essence,156000.0,5 CV,2007.0,Manuelle,2021-11-26,25700 TND,Tunis,Clio,Renault
708,https://baniola.tn/annonce/details/7033/Vendre-voiture-clio.html,Essence,255.0,4 CV,1999.0,Manuelle,2021-11-26,13500 TND,Ben-arous,Clio,Renault
709,https://baniola.tn/annonce/details/4942/Pajero.html,Essence,295000.0,9 CV,2001.0,Automatique,2021-08-25,23500 TND,Sfax,Pajero,Mitsubishi
710,https://baniola.tn/annonce/details/7030/A-vendre.html,Essence,150000.0,5 CV,1995.0,Manuelle,2021-11-26,11000 TND,Nabeul,Zx,Citroen
711,https://baniola.tn/annonce/details/7026/Kia-rio-avendre.html,Essence,9500.0,5 CV,2021.0,Manuelle,2021-11-25,00 TND,Monastir,Rio,Kia
712,https://baniola.tn/annonce/details/7025/Renault-Clio-2-Campus-Modle-2006.html,Essence,157000.0,4 CV,2006.0,Manuelle,2021-11-25,25000 TND,Manouba,Clio,Renault
713,https://baniola.tn/annonce/details/7024/Passat-TDI.html,Diesel,188000.0,5 CV,2011.0,Manuelle,2021-11-25,46500 TND,Tunis,Passat,Volkswagen
714,https://baniola.tn/annonce/details/7023/Polo-6.html,Essence,220.0,4 CV,2007.0,Manuelle,2021-11-25,19200 TND,Sousse,Polo,Volkswagen
715,https://baniola.tn/annonce/details/5708/KIA-OPTIMA.html,Essence,100.0,10 CV,2015.0,Automatique,2021-09-23,45000 TND,Tunis,Optima,Kia
716,https://baniola.tn/annonce/details/6991/KIA-Sportage-conomique.html,Diesel,150000.0,8 CV,2013.0,Manuelle,2021-11-22,54000 TND,Ariana,Sportage,Kia
717,https://baniola.tn/annonce/details/7021/Nissan-qashqai.html,Diesel,130.0,6 CV,2015.0,Manuelle,2021-11-24, TND,Sfax,Qashqai,Nissan
718,https://baniola.tn/annonce/details/7020/Belle-opportunit-Nissan-micra-en-trs-bon-tat.html,Essence,100000.0,5 CV,2017.0,Manuelle,2021-11-24,29500 TND,Monastir,Micra,Nissan
719,https://baniola.tn/annonce/details/6773/Chevrolet-aveo.html,Essence,172000.0,5 CV,2013.0,Manuelle,2021-11-13,1 TND,Bizerte,Aveo,Chevrolet
720,https://baniola.tn/annonce/details/7017/Citron-Nemo-noir.html,Diesel,108000.0,5 CV,2016.0,Manuelle,2021-11-24,27500 TND,Ben-arous,Nemo,Citroen
721,https://baniola.tn/annonce/details/6875/nemo.html,Diesel,138000.0,6 CV,2016.0,Manuelle,2021-11-16,0 TND,Tunis,Nemo,Citroen
722,https://baniola.tn/annonce/details/7013/Polo-8-propre.html,Essence,40000.0,4 CV,2020.0,Manuelle,2021-11-24,43000 TND,Tunis,Polo,Volkswagen
723,https://baniola.tn/annonce/details/7015/Mercedes-E180.html,Essence,60000.0,9 CV,2018.0,Automatique,2021-11-24,160000 TND,Tunis,Autre,Mercedes
724,https://baniola.tn/annonce/details/7014/Voiture-Citron-C3.html,Diesel,70000.0,4 CV,2019.0,Manuelle,2021-11-24,36000 TND,Tunis,C3,Citroen
725,https://baniola.tn/annonce/details/7012/Renault-captur.html,Essence,115000.0,6 CV,2015.0,Manuelle,2021-11-24,42000 TND,Tunis,Captur,Renault
726,https://baniola.tn/annonce/details/7011/isuzu-dmax.html,Diesel,160000.0,10 CV,2018.0,Manuelle,2021-11-24, TND,Bizerte,D max,Isuzu
727,https://baniola.tn/annonce/details/7010/Polo-4-Bonne-occasion.html,Essence,300000.0,5 CV,2001.0,Manuelle,2021-11-24,10600 TND,Ben-arous,Polo,Volkswagen
728,https://baniola.tn/annonce/details/7009/Citroene-c1.html,Diesel,174000.0,4 CV,2010.0,Manuelle,2021-11-24,21500 TND,Ariana,C1,Citroen
729,https://baniola.tn/annonce/details/7008/Nissan-Navara-2012.html,Diesel,275200.0,8 CV,2012.0,Manuelle,2021-11-24,1 TND,Sousse,Navara,Nissan
730,https://baniola.tn/annonce/details/7002/Golf-7-Essence-5-chv.html,Essence,150000.0,5 CV,2014.0,Manuelle,2021-11-23,0 TND,Bizerte,Golf,Volkswagen
731,https://baniola.tn/annonce/details/6926/Audi-A1.html,Essence,110.0,5 CV,2013.0,Manuelle,2021-11-18,53000 TND,Tunis,A1,Audi
732,https://baniola.tn/annonce/details/7000/Fiat-doblo.html,Diesel,180000.0,5 CV,2015.0,Manuelle,2021-11-23,18000 TND,Bizerte,Doblo,Fiat
733,https://baniola.tn/annonce/details/5248/Fiat-doblo.html,Diesel,70000.0,5 CV,2018.0,Manuelle,2021-09-05,32000 TND,Bizerte,Doblo,Fiat
734,https://baniola.tn/annonce/details/6993/BMW-SERIE-5-PACK-M-SPORT.html,Essence,75000.0,10 CV,2018.0,Automatique,2021-11-22,185000 TND,Tunis,520,Bmw
735,https://baniola.tn/annonce/details/6992/Vendre-voiture.html,Diesel,320000.0,4 CV,2008.0,Manuelle,2021-11-22,13800000 TND,Tunis,Polo,Volkswagen
736,https://baniola.tn/annonce/details/6990/Jetta-Trendline--Vendre-Ou-change.html,Essence,87500.0,7 CV,2017.0,Manuelle,2021-11-22,000 TND,Gafsa,Jetta,Volkswagen
737,https://baniola.tn/annonce/details/6989/405diesel--bousselem.html,,,,,,,7700 TND,,405,Peugeot
738,https://baniola.tn/annonce/details/6987/-belle-citroen-B9.html,Diesel,290.0,5 CV,2016.0,Manuelle,2021-11-22,32 TND,Manouba,B9,Citroen
739,https://baniola.tn/annonce/details/6814/nissan-juke-tekna.html,Diesel,250000.0,6 CV,2012.0,Manuelle,2021-11-14,35000 TND,Ariana,Juke,Nissan
740,https://baniola.tn/annonce/details/6978/Ford-fiesta-2008--Ghia-.html,Diesel,289000.0,5 CV,2008.0,Manuelle,2021-11-21,1 TND,Monastir,Fiesta,Ford
741,https://baniola.tn/annonce/details/6977/Jetta.html,Essence,108000.0,6 CV,2011.0,Manuelle,2021-11-21,43000 TND,Ariana,Jetta,Volkswagen
742,https://baniola.tn/annonce/details/6975/Citron-c4.html,Essence,173000.0,6 CV,2011.0,Manuelle,2021-11-21, TND,Zaghouan,C4,Citroen
743,https://baniola.tn/annonce/details/6976/Peugeot-206-Trs-bonne-tat.html,Essence,,4 CV,2004.0,Manuelle,2021-11-21,16300 TND,Ariana,206,Peugeot
744,https://baniola.tn/annonce/details/6973/Kia-optima.html,Essence,,10 CV,2011.0,Manuelle,2021-11-21,39500 TND,Tunis,Optima,Kia
745,https://baniola.tn/annonce/details/6968/A-vendre-hyundai-grande-i-10-bote-automatique.html,Essence,63220.0,5 CV,2019.0,Automatique,2021-11-21,36500 TND,Tunis,I10,Hyundai
746,https://baniola.tn/annonce/details/6969/Golf-2-MK2.html,Essence,90000.0,5 CV,1988.0,Manuelle,2021-11-21,7500 TND,Tunis,Golf,Volkswagen
747,https://baniola.tn/annonce/details/6967/Amarok-model-2016.html,Diesel,200.0,7 CV,2016.0,Manuelle,2021-11-21,100.000 TND,Kebili,Amarok,Volkswagen
748,https://baniola.tn/annonce/details/6964/voiture-406-a-vendre.html,Essence,400.0,7 CV,1999.0,Manuelle,2021-11-21,8000 TND,Gafsa,406,Peugeot
749,https://baniola.tn/annonce/details/6965/LAGUNA2-DCI-BREAK.html,Diesel,384000.0,6 CV,2006.0,Manuelle,2021-11-21,17000 TND,Tozeur,Laguna,Renault
750,https://baniola.tn/annonce/details/6963/Toyota-Aygo.html,Essence,314.0,4 CV,2010.0,Manuelle,2021-11-21,20500 TND,Ben-arous,Aygo,Toyota
751,https://baniola.tn/annonce/details/6711/symbole-ndhifaa.html,Diesel,148.0,4 CV,2018.0,Manuelle,2021-11-10,30 TND,Sidi bouzid,Symbol,Renault
752,https://baniola.tn/annonce/details/6951/Kia-sportage-a-vendre.html,Diesel,210000.0,7 CV,2013.0,Manuelle,2021-11-20,74000 TND,Ben arous,Sportage,Kia
753,https://baniola.tn/annonce/details/6959/C5-ehdi.html,Diesel,186000.0,6 CV,2014.0,Manuelle,2021-11-20,35000 TND,Ariana,C5,Citroen
